id,percent_dem,total_votes,0001E,0002E,0002PE,0003E,0003PE,0005E,0005PE,0006E,0006PE,0007E,0007PE,0008E,0008PE,0009E,0009PE,0010E,0010PE,0011E,0011PE,0012E,0012PE,0013E,0013PE,0014E,0014PE,0015E,0015PE,0016E,0016PE,0017E,0017PE,0018E,0019E,0019PE,0020E,0020PE,0021E,0021PE,0022E,0022PE,0023E,0023PE,0024E,0024PE,0025E,0025PE,0026E,0026PE,0027E,0027PE,0029E,0029PE,0030E,0030PE,0031E,0031PE,0033E,0033PE,0034E,0034PE,0035E,0035PE,0036E,0036PE,0037E,0037PE,0038E,0038PE,0039E,0039PE,0040E,0040PE,0041E,0041PE,0042E,0042PE,0043E,0043PE,0044E,0044PE,0045E,0045PE,0046E,0046PE,0047E,0047PE,0048E,0048PE,0049E,0049PE,0050E,0050PE,0051E,0051PE,0052E,0052PE,0053E,0053PE,0054E,0054PE,0055E,0055PE,0056E,0056PE,0057E,0057PE,0058E,0058PE,0059E,0059PE,0060E,0060PE,0061E,0061PE,0062E,0062PE,0064E,0064PE,0065E,0065PE,0066E,0066PE,0067E,0067PE,0068E,0068PE,0069E,0069PE,0071E,0071PE,0072E,0072PE,0073E,0073PE,0074E,0074PE,0075E,0075PE,0076E,0076PE,0077E,0077PE,0078E,0078PE,0079E,0079PE,0080E,0080PE,0081E,0081PE,0082E,0082PE,0083E,0083PE,0084E,0084PE,0085E,0085PE,0086E,0087E,0088E,0088PE,0089E,0089PE,C01_001E,C01_002E,C01_003E,C01_004E,C01_005E,C01_006E,C01_007E,C01_008E,C01_009E,C01_010E,C01_011E,C01_012E,C01_013E,C01_014E,C01_015E,C01_016E,C01_017E,C01_018E,C01_019E,C01_020E,C01_021E,C01_022E,C01_023E,C01_024E,C01_025E,C01_026E,C01_027E,C02_002E,C02_003E,C02_004E,C02_005E,C02_007E,C02_008E,C02_009E,C02_010E,C02_011E,C02_012E,C02_013E,C02_014E,C02_015E,C02_017E,C02_018E,C02_020E,C02_021E,C02_023E,C02_024E,C02_026E,C02_027E
12,0.1554075,16357,37387,19043,50.9,18344,49.1,2547,6.8,1937,5.2,3100,8.3,2510,6.7,2300,6.2,5043,13.5,4633,12.4,4728,12.6,2619,7,2090,5.6,3537,9.5,1840,4.9,503,1.3,37.5,9240,24.7,29280,78.3,28147,75.3,26463,70.8,7172,19.2,5880,15.7,28147,28147,14291,50.8,13856,49.2,5880,5880,2712,46.1,3168,53.9,37387,37387,36315,97.1,1072,2.9,36315,97.1,31110,83.2,4756,12.7,86,0.2,4,0,0,0,0,0,0,0,223,0.6,0,0,19,0.1,136,0.4,15,0,18,0,19,0.1,16,0,4,0,0,0,0,0,4,0,0,0,136,0.4,1072,2.9,228,0.6,530,1.4,95,0.3,5,0,32061,85.8,5099,13.6,662,1.8,415,1.1,69,0.2,196,0.5,1400,3.7,720,1.9,366,1,2,0,312,0.8,35987,96.3,30042,80.4,4613,12.3,86,0.2,209,0.6,4,0,12,0,1021,2.7,14,0,1007,2.7,16013,27818,14165,50.9,13653,49.1,3154,554,1617,744,239,24993,1085,2165,9228,5560,2386,3027,1542,21743,4569,5043,4478,1185,4633,3920,746,9437,8289,1884,5880,5056,754,17.6,51.3,23.6,7.6,4.3,8.7,36.9,22.2,9.5,12.1,6.2,87,18.3,88.8,23.5,84.6,16.1,87.8,20,86,12.8
13,0.367844,29643,81912,41757,51,40155,49,4262,5.2,4700,5.7,4103,5,8216,10,16310,19.9,11227,13.7,8366,10.2,6812,8.3,3846,4.7,3741,4.6,5773,7,3369,4.1,1187,1.4,27.3,15610,19.1,67663,82.6,66302,80.9,56199,68.6,12340,15.1,10329,12.6,66302,66302,33691,50.8,32611,49.2,10329,10329,4576,44.3,5753,55.7,81912,81912,76057,92.9,5855,7.1,76057,92.9,65316,79.7,3150,3.8,3194,3.9,977,1.2,9,0,0,0,13,0,3570,4.4,1034,1.3,1546,1.9,78,0.1,38,0,113,0.1,118,0.1,643,0.8,35,0,30,0,0,0,0,0,5,0,792,1,5855,7.1,652,0.8,3649,4.5,673,0.8,168,0.2,70842,86.5,4127,5,7084,8.6,4437,5.4,154,0.2,1281,1.6,3908,4.8,2701,3.3,186,0.2,93,0.1,928,1.1,78004,95.2,62800,76.7,3128,3.8,3090,3.8,3555,4.3,35,0,84,0.1,5312,6.5,51,0.1,5261,6.4,36599,62304,31342,50.3,30962,49.7,21981,965,4926,13616,2474,44321,1012,2528,12113,8550,3353,9625,7140,40781,16765,11227,10596,4280,8366,7680,3605,14399,13112,5389,10329,9393,3491,4.4,22.4,61.9,11.3,2.3,5.7,27.3,19.3,7.6,21.7,16.1,92,37.8,94.4,38.1,91.8,43.1,91.1,37.4,90.9,33.8
14,0.40727,10509,19228,10559,54.9,8669,45.1,915,4.8,921,4.8,950,4.9,988,5.1,1176,6.1,2567,13.4,2408,12.5,2728,14.2,1716,8.9,1380,7.2,2216,11.5,1096,5.7,167,0.9,43.1,3399,17.7,16258,84.6,15829,82.3,15164,78.9,4463,23.2,3479,18.1,15829,15829,8763,55.4,7066,44.6,3479,3479,1616,46.5,1863,53.5,19228,19228,18902,98.3,326,1.7,18902,98.3,10425,54.2,8270,43,91,0.5,32,0.2,0,0,0,0,0,0,75,0.4,0,0,0,0,8,0,15,0.1,52,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.2,326,1.7,38,0.2,48,0.2,6,0,29,0.2,10716,55.7,8367,43.5,192,1,81,0.4,0,0,222,1.2,326,1.7,33,0.2,34,0.2,24,0.1,235,1.2,18902,98.3,10294,53.5,8250,42.9,91,0.5,75,0.4,0,0,12,0.1,180,0.9,35,0.2,145,0.8,8556,15746,8721,55.4,7025,44.6,1551,267,763,509,12,14278,551,2376,5943,2571,950,1493,394,11351,1887,2567,1835,216,2408,2119,302,5824,4692,813,3479,2705,556,17.2,49.2,32.8,0.8,3.9,16.6,41.6,18,6.7,10.5,2.8,79.5,13.2,71.5,8.4,88,12.5,80.6,14,77.8,16
16,0.1815831,10056,21418,11321,52.9,10097,47.1,1213,5.7,1060,4.9,1371,6.4,1216,5.7,1350,6.3,2680,12.5,2562,12,2782,13,1564,7.3,1519,7.1,2208,10.3,1344,6.3,549,2.6,42,4427,20.7,17517,81.8,16991,79.3,16216,75.7,5033,23.5,4101,19.1,16991,16991,9047,53.2,7944,46.8,4101,4101,1871,45.6,2230,54.4,21418,21418,21217,99.1,201,0.9,21217,99.1,20078,93.7,944,4.4,33,0.2,9,0,0,0,0,0,0,0,114,0.5,0,0,100,0.5,0,0,0,0,0,0,8,0,6,0,38,0.2,0,0,0,0,0,0,38,0.2,10,0,201,0.9,48,0.2,87,0.4,7,0,0,0,20267,94.6,1004,4.7,120,0.6,121,0.6,38,0.2,69,0.3,384,1.8,306,1.4,69,0.3,6,0,3,0,21034,98.2,19723,92.1,944,4.4,33,0.2,114,0.5,38,0.2,0,0,182,0.8,40,0.2,142,0.7,9306,16857,8970,53.2,7887,46.8,1783,364,788,563,68,15208,570,1488,6076,3355,1839,1355,525,13150,1880,2680,2234,378,2562,2335,398,5865,5131,589,4101,3450,515,20.4,44.2,31.6,3.8,3.7,9.8,40,22.1,12.1,8.9,3.5,86.5,12.4,83.4,14.1,91.1,15.5,87.5,10,84.1,12.6
17,0.2902318,8886,16829,8498,50.5,8331,49.5,917,5.4,886,5.3,1131,6.7,980,5.8,793,4.7,1998,11.9,1921,11.4,2195,13,1325,7.9,1169,6.9,1927,11.5,1084,6.4,503,3,43.8,3577,21.3,13706,81.4,13252,78.7,12698,75.5,4161,24.7,3514,20.9,13252,13252,6581,49.7,6671,50.3,3514,3514,1624,46.2,1890,53.8,16829,16829,16183,96.2,646,3.8,16183,96.2,15732,93.5,226,1.3,12,0.1,7,0,5,0,0,0,0,0,53,0.3,0,0,9,0.1,8,0,19,0.1,9,0.1,8,0,0,0,32,0.2,0,0,0,0,0,0,32,0.2,128,0.8,646,3.8,126,0.7,129,0.8,54,0.3,0,0,16376,97.3,454,2.7,148,0.9,119,0.7,44,0.3,453,2.7,888,5.3,747,4.4,105,0.6,0,0,36,0.2,15941,94.7,15299,90.9,221,1.3,12,0.1,53,0.3,0,0,53,0.3,303,1.8,2,0,301,1.8,8009,13092,6496,49.6,6596,50.4,1130,254,413,404,59,12122,532,777,4230,2768,1010,1927,878,10813,2805,1998,1896,344,1921,1725,563,4689,4156,1103,3514,3036,795,22.5,36.5,35.8,5.2,4.4,6.4,34.9,22.8,8.3,15.9,7.2,89.2,23.1,94.9,17.2,89.8,29.3,88.6,23.5,86.4,22.6
18,0.2001305,6131,12195,6101,50,6094,50,568,4.7,502,4.1,779,6.4,755,6.2,739,6.1,1388,11.4,1512,12.4,1673,13.7,867,7.1,928,7.6,1480,12.1,779,6.4,225,1.8,44,2292,18.8,10163,83.3,9903,81.2,9422,77.3,2956,24.2,2484,20.4,9903,9903,4951,50,4952,50,2484,2484,1163,46.8,1321,53.2,12195,12195,11888,97.5,307,2.5,11888,97.5,11636,95.4,213,1.7,24,0.2,15,0.1,0,0,0,0,0,0,13,0.1,0,0,0,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,307,2.5,162,1.3,91,0.7,6,0,18,0.1,11925,97.8,402,3.3,145,1.2,19,0.2,0,0,23,0.2,172,1.4,28,0.2,135,1.1,0,0,9,0.1,12023,98.6,11559,94.8,213,1.7,18,0.1,13,0.1,0,0,2,0,218,1.8,0,0,218,1.8,6590,9881,4951,50.1,4930,49.9,1051,148,578,295,30,8852,830,1063,3519,1888,628,511,413,6959,924,1388,1245,162,1512,1255,154,3468,2869,346,2484,1590,262,14.1,55,28.1,2.9,9.4,12,39.8,21.3,7.1,5.8,4.7,78.6,10.4,89.7,11.7,83,10.2,82.7,10,64,10.5
20,0.3659161,7816,13087,6644,50.8,6443,49.2,710,5.4,637,4.9,844,6.4,716,5.5,637,4.9,1322,10.1,1432,10.9,1772,13.5,1115,8.5,1003,7.7,1651,12.6,877,6.7,371,2.8,46.6,2668,20.4,10765,82.3,10419,79.6,10059,76.9,3504,26.8,2899,22.2,10419,10419,5324,51.1,5095,48.9,2899,2899,1458,50.3,1441,49.7,13087,13087,12902,98.6,185,1.4,12902,98.6,12631,96.5,72,0.6,45,0.3,0,0,0,0,13,0.1,0,0,6,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,148,1.1,185,1.4,34,0.3,55,0.4,73,0.6,0,0,12816,97.9,110,0.8,102,0.8,80,0.6,2,0,168,1.3,300,2.3,221,1.7,15,0.1,2,0,62,0.5,12787,97.7,12500,95.5,72,0.6,41,0.3,4,0,0,0,2,0,168,1.3,6,0,162,1.2,6827,10323,5264,51,5059,49,876,164,348,287,77,9543,220,559,3806,1747,1384,1267,560,8764,1827,1322,1254,359,1432,1346,314,3890,3614,624,2899,2550,530,18.7,39.7,32.8,8.8,2.3,5.9,39.9,18.3,14.5,13.3,5.9,91.8,19.1,94.9,27.2,94,21.9,92.9,16,88,18.3
22,0.3900836,6696,14217,7128,50.1,7089,49.9,416,2.9,589,4.1,964,6.8,549,3.9,490,3.4,1657,11.7,1293,9.1,2025,14.2,1244,8.8,1201,8.4,2470,17.4,1083,7.6,236,1.7,51,2316,16.3,12053,84.8,11901,83.7,11633,81.8,4453,31.3,3789,26.7,11901,11901,5753,48.3,6148,51.7,3789,3789,1800,47.5,1989,52.5,14217,14217,14036,98.7,181,1.3,14036,98.7,8863,62.3,4920,34.6,13,0.1,0,0,0,0,0,0,0,0,240,1.7,240,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1.3,136,1,2,0,0,0,21,0.1,9001,63.3,5088,35.8,36,0.3,251,1.8,11,0.1,11,0.1,59,0.4,9,0.1,10,0.1,11,0.1,29,0.2,14158,99.6,8815,62,4920,34.6,13,0.1,240,1.7,0,0,0,0,170,1.2,0,0,170,1.2,9631,11867,5750,48.5,6117,51.5,692,155,258,263,16,11209,98,1415,4327,2650,763,1274,682,9696,1956,1657,1436,243,1293,949,92,4470,3986,856,3789,3325,765,22.4,37.3,38,2.3,0.9,12.6,38.6,23.6,6.8,11.4,6.1,86.5,17.5,86.7,14.7,73.4,7.1,89.2,19.1,87.8,20.2
23,0.6148316,53966,90331,44384,49.1,45947,50.9,3628,4,4099,4.5,4122,4.6,7110,7.9,7500,8.3,11134,12.3,9152,10.1,10969,12.1,7050,7.8,6975,7.7,10928,12.1,4929,5.5,2735,3,43.3,14554,16.1,77838,86.2,75777,83.9,69676,77.1,22192,24.6,18592,20.6,75777,75777,37038,48.9,38739,51.1,18592,18592,8708,46.8,9884,53.2,90331,90331,87579,97,2752,3,87579,97,82543,91.4,1187,1.3,268,0.3,23,0,0,0,12,0,3,0,3185,3.5,319,0.4,1202,1.3,121,0.1,67,0.1,327,0.4,195,0.2,954,1.1,47,0.1,33,0,8,0,0,0,6,0,349,0.4,2752,3,371,0.4,599,0.7,861,1,12,0,85219,94.3,1617,1.8,1001,1.1,4147,4.6,82,0.1,1124,1.2,2265,2.5,668,0.7,610,0.7,118,0.1,869,1,88066,97.5,81200,89.9,1057,1.2,230,0.3,3143,3.5,47,0.1,112,0.1,2277,2.5,455,0.5,1822,2,53149,73156,35595,48.7,37561,51.3,11905,633,3505,6433,1334,63872,1479,3245,16191,10662,5390,13651,13254,59148,26905,11134,10415,5326,9152,8478,4257,24994,23426,9939,18592,16829,7383,5.3,29.4,54,11.2,2.3,5.1,25.3,16.7,8.4,21.4,20.8,92.6,42.1,93.5,47.8,92.6,46.5,93.7,39.8,90.5,39.7
24,0.32484,55612,96015,48945,51,47070,49,6445,6.7,7475,7.8,6957,7.2,6716,7,5514,5.7,13077,13.6,13471,14,13820,14.4,6761,7,5024,5.2,6706,7,2694,2.8,1355,1.4,36.1,25340,26.4,73909,77,70675,73.6,66957,69.7,13609,14.2,10755,11.2,70675,70675,36143,51.1,34532,48.9,10755,10755,4958,46.1,5797,53.9,96015,96015,93146,97,2869,3,93146,97,87454,91.1,2666,2.8,451,0.5,0,0,267,0.3,38,0,91,0.1,1206,1.3,200,0.2,114,0.1,111,0.1,24,0,161,0.2,49,0.1,547,0.6,0,0,0,0,0,0,0,0,0,0,1369,1.4,2869,3,799,0.8,483,0.5,502,0.5,86,0.1,90154,93.9,3654,3.8,1115,1.2,1844,1.9,58,0.1,2198,2.3,2577,2.7,1708,1.8,240,0.2,91,0.1,538,0.6,93438,97.3,86342,89.9,2658,2.8,403,0.4,1206,1.3,0,0,390,0.4,2439,2.5,490,0.5,1949,2,34356,69426,35410,51,34016,49,7767,982,3266,2844,675,62908,942,2774,17937,16004,9110,11410,4731,59192,16141,13077,12293,3084,13471,12705,4007,25605,24420,6698,10755,9774,2352,12.6,42,36.6,8.7,1.5,4.4,28.5,25.4,14.5,18.1,7.5,94.1,25.7,94,23.6,94.3,29.7,95.4,26.2,90.9,21.9
25,0.27576,3717,10681,6086,57,4595,43,547,5.1,923,8.6,1189,11.1,744,7,708,6.6,1166,10.9,1155,10.8,1531,14.3,823,7.7,562,5.3,702,6.6,458,4.3,173,1.6,36,3221,30.2,7764,72.7,7460,69.8,7251,67.9,1628,15.2,1333,12.5,7460,7460,4055,54.4,3405,45.6,1333,1333,624,46.8,709,53.2,10681,10681,9757,91.3,924,8.7,9757,91.3,8491,79.5,402,3.8,209,2,0,0,9,0.1,0,0,75,0.7,78,0.7,2,0,0,0,0,0,0,0,0,0,0,0,76,0.7,3,0,3,0,0,0,0,0,0,0,574,5.4,924,8.7,5,0,15,0.1,66,0.6,0,0,9407,88.1,407,3.8,224,2.1,144,1.3,11,0.1,1412,13.2,4855,45.5,2323,21.7,10,0.1,162,1.5,2360,22.1,5826,54.5,5170,48.4,402,3.8,92,0.9,78,0.7,3,0,0,0,81,0.8,0,0,81,0.8,4224,5132,2592,50.5,2540,49.5,890,195,208,287,200,6570,1170,794,1816,1120,690,696,284,4606,980,1166,810,311,1155,678,214,2916,1970,219,1333,1148,236,21.9,23.4,32.2,22.5,17.8,12.1,27.6,17,10.5,10.6,4.3,70.1,14.9,69.5,26.7,58.7,18.5,67.6,7.5,86.1,17.7
27,0.4148482,47979,84837,42481,50.1,42356,49.9,4298,5.1,4894,5.8,5292,6.2,6378,7.5,4890,5.8,9698,11.4,10727,12.6,11766,13.9,6581,7.8,5816,6.9,8735,10.3,4316,5.1,1446,1.7,41.3,17886,21.1,69383,81.8,66951,78.9,62765,74,17598,20.7,14497,17.1,66951,66951,33209,49.6,33742,50.4,14497,14497,6708,46.3,7789,53.7,84837,84837,82378,97.1,2459,2.9,82378,97.1,79091,93.2,710,0.8,162,0.2,65,0.1,25,0,0,0,0,0,451,0.5,45,0.1,104,0.1,27,0,0,0,60,0.1,85,0.1,130,0.2,45,0.1,45,0.1,0,0,0,0,0,0,1919,2.3,2459,2.9,593,0.7,508,0.6,570,0.7,4,0,81499,96.1,1400,1.7,742,0.9,1097,1.3,93,0.1,2587,3,6148,7.2,4580,5.4,683,0.8,76,0.1,809,1,78689,92.8,75849,89.4,599,0.7,83,0.1,451,0.5,0,0,14,0,1693,2,84,0.1,1609,1.9,36010,65433,32403,49.5,33030,50.5,7866,519,2930,3866,551,59085,1845,2858,19214,12551,6850,10956,4811,54382,15767,9698,9186,2863,10727,10005,3842,24163,22210,6006,14497,12981,3056,6.6,37.2,49.1,7,3.1,4.8,32.5,21.2,11.6,18.5,8.1,92,26.7,94.7,29.5,93.3,35.8,91.9,24.9,89.5,21.1
28,0.2158089,19508,52341,26763,51.1,25578,48.9,3685,7,3818,7.3,3475,6.6,3704,7.1,3399,6.5,6343,12.1,6093,11.6,6394,12.2,3000,5.7,3316,6.3,5232,10,2796,5.3,1086,2.1,37.9,13246,25.3,40605,77.6,39095,74.7,37086,70.9,11028,21.1,9114,17.4,39095,39095,19855,50.8,19240,49.2,9114,9114,4181,45.9,4933,54.1,52341,52341,50226,96,2115,4,50226,96,40752,77.9,7289,13.9,282,0.5,174,0.3,0,0,0,0,0,0,287,0.5,31,0.1,62,0.1,155,0.3,4,0,5,0,25,0,5,0,24,0,0,0,12,0,12,0,0,0,1592,3,2115,4,543,1,240,0.5,72,0.1,0,0,42801,81.8,7887,15.1,538,1,376,0.7,38,0.1,2821,5.4,12267,23.4,11533,22,31,0.1,57,0.1,646,1.2,40074,76.6,31491,60.2,7205,13.8,242,0.5,256,0.5,24,0,14,0,842,1.6,78,0.1,764,1.5,21345,35022,17606,50.3,17416,49.7,4835,1038,2032,1622,143,34260,2983,3570,10798,8230,2706,3949,2024,27707,5973,6343,5349,767,6093,4648,1140,12710,10186,2214,9114,7524,1852,21.5,42,33.5,3,8.7,10.4,31.5,24,7.9,11.5,5.9,80.9,17.4,84.3,12.1,76.3,18.7,80.1,17.4,82.6,20.3
29,0.2460513,15448,23733,11843,49.9,11890,50.1,1296,5.5,1347,5.7,1241,5.2,1119,4.7,957,4,2486,10.5,2821,11.9,2768,11.7,1897,8,1896,8,3700,15.6,1865,7.9,340,1.4,46.8,4697,19.8,19587,82.5,19036,80.2,18556,78.2,6898,29.1,5905,24.9,19036,19036,9438,49.6,9598,50.4,5905,5905,2990,50.6,2915,49.4,23733,23733,22759,95.9,974,4.1,22759,95.9,22083,93,33,0.1,219,0.9,28,0.1,0,0,0,0,0,0,70,0.3,0,0,0,0,23,0.1,0,0,38,0.2,0,0,9,0,68,0.3,0,0,0,0,0,0,68,0.3,286,1.2,974,4.1,61,0.3,322,1.4,77,0.3,0,0,22876,96.4,215,0.9,541,2.3,207,0.9,128,0.5,740,3.1,1828,7.7,1655,7,11,0,15,0.1,147,0.6,21905,92.3,20897,88.1,33,0.1,198,0.8,70,0.3,68,0.3,0,0,639,2.7,149,0.6,490,2.1,11026,18871,9397,49.8,9474,50.2,1263,150,625,481,7,17773,269,1635,5780,5166,1575,2382,966,15869,3348,2486,2258,268,2821,2563,701,6561,5742,1149,5905,5306,1230,11.9,49.5,38.1,0.6,1.5,9.2,32.5,29.1,8.9,13.4,5.4,89.3,18.8,90.8,10.8,90.9,24.8,87.5,17.5,89.9,20.8
31,0.3524491,33829,62608,30560,48.8,32048,51.2,3505,5.6,4398,7,4079,6.5,4300,6.9,3121,5,6669,10.7,8518,13.6,8542,13.6,4195,6.7,4399,7,6447,10.3,3354,5.4,1081,1.7,41.5,14940,23.9,49696,79.4,47668,76.1,45635,72.9,13635,21.8,10882,17.4,47668,47668,23164,48.6,24504,51.4,10882,10882,5042,46.3,5840,53.7,62608,62608,61602,98.4,1006,1.6,61602,98.4,57915,92.5,1147,1.8,54,0.1,0,0,0,0,0,0,0,0,1768,2.8,947,1.5,208,0.3,201,0.3,59,0.1,100,0.2,71,0.1,182,0.3,4,0,4,0,0,0,0,0,0,0,714,1.1,1006,1.6,317,0.5,254,0.4,122,0.2,0,0,58921,94.1,1473,2.4,317,0.5,1890,3,4,0,1018,1.6,1213,1.9,813,1.3,82,0.1,29,0,289,0.5,61395,98.1,57108,91.2,1147,1.8,54,0.1,1768,2.8,4,0,317,0.5,997,1.6,304,0.5,693,1.1,26309,46404,22521,48.5,23883,51.5,4463,630,1615,1787,431,43205,628,1907,12330,8885,5207,9089,5159,40670,14248,6669,6337,2691,8518,8164,3699,17136,16271,5315,10882,9898,2543,14.1,36.2,40,9.7,1.5,4.4,28.5,20.6,12.1,21,11.9,94.1,33,95,40.4,95.8,43.4,95,31,91,23.4
32,0.2827586,2030,3389,1737,51.3,1652,48.7,220,6.5,296,8.7,116,3.4,145,4.3,186,5.5,374,11,420,12.4,310,9.1,207,6.1,352,10.4,392,11.6,215,6.3,156,4.6,43.7,716,21.1,2715,80.1,2673,78.9,2580,76.1,988,29.2,763,22.5,2673,2673,1332,49.8,1341,50.2,763,763,375,49.1,388,50.9,3389,3389,3239,95.6,150,4.4,3239,95.6,3200,94.4,0,0,16,0.5,0,0,1,0,0,0,1,0,16,0.5,0,0,0,0,16,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2,150,4.4,54,1.6,86,2.5,2,0.1,0,0,3350,98.8,54,1.6,110,3.2,26,0.8,8,0.2,7,0.2,145,4.3,137,4,0,0,0,0,8,0.2,3244,95.7,3055,90.1,0,0,16,0.5,16,0.5,0,0,7,0.2,150,4.4,0,0,150,4.4,2098,2630,1315,50,1315,50,247,4,148,70,25,2426,82,78,890,638,124,418,196,2266,614,374,355,128,420,412,131,869,823,180,763,676,175,1.6,59.9,28.3,10.1,3.4,3.2,36.7,26.3,5.1,17.2,8.1,93.4,25.3,94.9,34.2,98.1,31.2,94.7,20.7,88.6,22.9
33,0.4294752,25608,51570,26732,51.8,24838,48.2,2832,5.5,2976,5.8,3079,6,4786,9.3,5931,11.5,5539,10.7,5341,10.4,5408,10.5,3444,6.7,3351,6.5,4789,9.3,2587,5,1507,2.9,36.1,10700,20.7,41986,81.4,40870,79.3,36312,70.4,10731,20.8,8883,17.2,40870,40870,21251,52,19619,48,8883,8883,3955,44.5,4928,55.5,51570,51570,51067,99,503,1,51067,99,49592,96.2,802,1.6,70,0.1,0,0,10,0,0,0,0,0,501,1,66,0.1,108,0.2,81,0.2,3,0,38,0.1,0,0,205,0.4,0,0,0,0,0,0,0,0,0,0,102,0.2,503,1,127,0.2,147,0.3,42,0.1,5,0,50075,97.1,949,1.8,230,0.4,561,1.1,8,0,265,0.5,944,1.8,638,1.2,98,0.2,31,0.1,177,0.3,50626,98.2,48822,94.7,794,1.5,52,0.1,501,1,0,0,43,0.1,414,0.8,80,0.2,334,0.6,22197,40413,20935,51.8,19478,48.2,8904,770,2033,5841,260,31966,1239,1343,11103,6375,4493,4630,2783,29384,7413,5539,5052,1524,5341,4959,1682,12203,11593,2426,8883,7780,1781,8.6,22.8,65.6,2.9,3.9,4.2,34.7,19.9,14.1,14.5,8.7,91.9,23.2,91.2,27.5,92.8,31.5,95,19.9,87.6,20
36,0.1627295,14816,29962,14550,48.6,15412,51.4,1238,4.1,1395,4.7,1747,5.8,2056,6.9,1831,6.1,3116,10.4,3033,10.1,4291,14.3,2625,8.8,1840,6.1,4035,13.5,2302,7.7,453,1.5,46.7,5558,18.6,25318,84.5,24404,81.4,23108,77.1,7854,26.2,6790,22.7,24404,24404,11790,48.3,12614,51.7,6790,6790,3188,47,3602,53,29962,29962,29503,98.5,459,1.5,29503,98.5,28211,94.2,735,2.5,184,0.6,0,0,0,0,0,0,0,0,181,0.6,17,0.1,54,0.2,14,0,0,0,13,0,83,0.3,0,0,1,0,0,0,0,0,0,0,1,0,191,0.6,459,1.5,77,0.3,165,0.6,21,0.1,1,0,28669,95.7,813,2.7,350,1.2,202,0.7,1,0,386,1.3,979,3.3,411,1.4,187,0.6,91,0.3,290,1,28983,96.7,27651,92.3,735,2.5,151,0.5,181,0.6,1,0,0,0,264,0.9,0,0,264,0.9,16341,24257,11687,48.2,12570,51.8,2709,585,1175,859,90,21695,751,2562,6872,5360,1762,2608,1780,18382,4388,3116,2610,426,3033,2485,474,8756,7603,1759,6790,5684,1729,21.6,43.4,31.7,3.3,3.5,11.8,31.7,24.7,8.1,12,8.2,84.7,20.2,83.8,13.7,81.9,15.6,86.8,20.1,83.7,25.5
39,0.1361772,10971,26307,12651,48.1,13656,51.9,1620,6.2,1778,6.8,1675,6.4,1437,5.5,1292,4.9,3300,12.5,3111,11.8,3475,13.2,1785,6.8,2007,7.6,3011,11.4,1331,5.1,485,1.8,41.3,6022,22.9,20931,79.6,20285,77.1,19560,74.4,6083,23.1,4827,18.3,20285,20285,9641,47.5,10644,52.5,4827,4827,2113,43.8,2714,56.2,26307,26307,25800,98.1,507,1.9,25800,98.1,25114,95.5,515,2,0,0,0,0,0,0,0,0,0,0,86,0.3,0,0,31,0.1,30,0.1,0,0,3,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,85,0.3,507,1.9,157,0.6,163,0.6,21,0.1,7,0,25565,97.2,706,2.7,170,0.6,142,0.5,24,0.1,209,0.8,267,1,190,0.7,27,0.1,0,0,50,0.2,26040,99,24969,94.9,515,2,0,0,86,0.3,0,0,21,0.1,449,1.7,66,0.3,383,1.5,13583,20204,9579,47.4,10625,52.6,1780,377,386,951,66,18505,2148,2814,6128,3631,1854,899,1031,13543,1930,3300,2682,287,3111,2387,402,7267,5400,761,4827,3074,480,21.2,21.7,53.4,3.7,11.6,15.2,33.1,19.6,10,4.9,5.6,73.2,10.4,81.3,8.7,76.7,12.9,74.3,10.5,63.7,9.9
